Ranking,Score,ID,Name,HP,ATK,DEF,INT,MGR,AGL,Skill1,Skill2,Skill3,Skill4,Feature,Flavor
"557","0","322","トラファ","8","3","5","7","5","6","物理攻撃","???","特殊攻撃","","森、猫、大地、風、オタク、","森の中に住む、女の子のような姿をした猫人間。大地や風とコミュニケーションが取れ、オタク趣味を持っている。"
"558","0","323","ブラックさん","8","9","5","2","1","3","Unknown","Unknown","Unknown","","労働基準法 社畜 憤怒 破壊的労働","労働基準法に反して、働きすぎて疲れ果てた社畜の怒りを象徴する存在。破壊的な労働を行い、周囲を巻き込んで大暴れする。"
"559","0","324","ヴェルデドラゴン","15","7","12","15","9","8","Unknown","Unknown","Unknown","","エメラルド、ドラゴン","エメラルドの色をした巨大なドラゴン。その鱗は硬く、攻撃を跳ね返すことができる。しかし、頭部の鱗は柔らかく、攻撃を集中することで、ダメージを与えることが可能。非常に高い知能を持つが、攻撃的で人間を嫌悪する。"
"560","0","325","Korona","8","2","2","8","6","6","Unknown","Unknown","Unknown","","kawaii maid","A maid who is very cute and adored by everyone. She is always smiling and loves to serve her master with dedication and loyalty."
"561","0","326","ジ・アーティファクト","31","1","8","20","20","1","Unknown","Unknown","Unknown","Unknown","時間停止、神、空間創造、バリア","神々しい存在で、時間を停止させ、空間を創造し、バリアを張ることができる。彼は非常に強力で、彼を怒らせることがとても危険である。"
"562","0","327","Zephra","8","10","2","2","4","10","Unknown","Unknown","Unknown","","fast, unreal strong, thin, ultrasonic, frost","A slim and incredibly fast monster that emits ultrasonic waves. Its icy breath can freeze its prey in an instant, and its strength is beyond human comprehension."
"563","0","329","七星龍アポカリプス","18","12","8","2","6","4","Unknown","Unknown","Unknown","","七星龍アポカリプス","七つの星に宿り、災いをもたらす竜。彼は暴力的で、非常に攻撃的な性格を持ち、他のモンスターたちから恐れられている。"
"564","0","330","Ganja Dragon","15","8","2","2","8","6","Unknown","Unknown","Unknown","","ganja style, smoke blast, joint trick, aloof","A dragon that is always high and aloof. Its body emits a thick smoke when it moves and it can perform tricks with its joints while blowing smoke blasts at its enemies."
"565","0","332","Luminous Bolt","5","8","1","10","10","10","Unknown","Unknown","Unknown","","moves in speed of light, uncatchable, magic","A blindingly fast monster that appears and disappears in the blink of an eye. It seems to be made of pure magic and its movements leave a trail of light behind."
"566","0","333","魔神ゴッドハンマー","20","10","10","10","10","10","特殊攻撃","???","???","回復","絶対,究極,完全,無敵,生命,八技能","究極生命体である魔神。八技能を持ち、絶対無敵の強さを誇る。ATK、DEF、知力、MGR、AGL、MGRが最高レベルである。"
"567","0","334","覇極獣","24","18","18","3","8","3","Unknown","Unknown","Unknown","Unknown","究極,完全,無敵,能力,八skills,反射","凄まじい能力を持つ伝説の魔獣。完全な能力を持ち、攻撃に対する反射神経が異常に発達している。"
"568","0","335","Necrovoid","15","8","12","4","10","2","Unknown","Unknown","Unknown","Unknown","breath of death,magic inversion,vacuum shield","A vicious monster with an eerie breath that can cause instant death to its prey. It has the ability to invert magic and use it against its enemies. It creates a shield of vacuum around its body that can absorb any incoming attack."
"569","0","336","ゾディアック・ドラゴン","20","10","10","10","10","10","特殊攻撃","物理攻撃","特殊攻撃","特殊攻撃","究極,完全,無敵,能力,八skills,必殺","龍のような怪物。究極の力を持っており、完全に無敵である。非常に強力な能力を持っており、相手を一撃で倒すことができる。"
"570","0","337","究極無敵モンスター","20","10","10","8","8","6","Unknown","Unknown","Unknown","Unknown","究極,完全,無敵,能力,八skills,無限","強力かつ完全な能力を持った怪獣。彼の身体は無限に強化され、その八つのskillsは敵には打ち勝つことができない。"
"571","0","338","シュレディンガービースト","8","6","4","10","6","8","Unknown","Unknown","Unknown","","相手をシュレディンガーにする","何かを観察されたとき、その観察者以外の人間には存在を消し去られる。常に存在しながら、同時に存在しない存在。"
"572","0","341","ゴッド・デストロイヤー","20","10","8","2","6","3","Unknown","Unknown","Unknown","","天元突破.破壊王","巨大な黒い体と7本の触手を持つ怪物。その触手は暴力的で、破壊や殺戮を愛する。彼は不滅の存在であり、彼を倒すためには神の力が必要だ。"
"573","0","342","クロノマンティス","15","8","6","10","9","7","特殊攻撃","???","???","回復","無敵,無効,叡智,復活,技八,破壊神","破壊神として知られる黒いカマキリ。無敵であり、無効を持ち、叡智にあふれ、復活能力を持っている。技能は驚異的なレベルであり、八種類の技能を繰り出すことができる。"
"574","0","343","オーバーロード","20","20","20","20","20","20","Unknown","Unknown","Unknown","Unknown","全数値２０、スキル６個","不気味な顔をした怪物。ATK・DEF・知能・MGR・器用さ・魅力の全能力が20と非常に高く、6つのskillsを持っている。その圧倒的な力で周囲を支配しようとする。"
"575","0","344","Solgodion","30","1","1","20","20","1","Unknown","Unknown","Unknown","","god, cosmo, infinite power, sun, beam","A powerful and ancient deity that harnesses the infinite power of the cosmos. Its body is made of pure energy and radiates a blinding light, resembling that of a sun. Its omniscient mind can manipulate the laws of physics and bend reality at will."
"576","0","346","アブスレイヤー","20","10","10","10","10","10","Unknown","Unknown","Unknown","","無敵、全攻撃無効、異次元","異次元から現れる全く無敵のモンスター。攻撃を全く受け付けず、自身の攻撃は全て命中する。その存在は全てを無効化する完全なる存在である。"
"577","0","347","魔獣ケイジュウ","40","20","20","20","20","20","物理攻撃","回復","???","","神使HP四十（攻防知魔敏）二十","この獣は非常に攻撃的で、その巨大な角と尾は脅威です。神々の使者で、彼らの命令に従います。"
"578","0","348","アカルカ","31","1","1","20","20","1","Unknown","Unknown","Unknown","","魔神 封印 世界滅亡 無限 祭り","魔神であり、封印を解かれると世界を滅ぼす。無限の力を持ち、祭りには必ず現れる。"
"579","0","349","ゴッドスピードマン","20","10","10","5","2","20","Unknown","Unknown","Unknown","","勇者　神速　究極無敵　幸運　","一瞬で目覚めて光の速さで動きます。彼は宇宙人ではありませんが、究極無敵の力を持っています。彼は非常に幸運で、運命の凶悪な事件を避けることができます。"
"580","0","350","絶対神獣ヤマタノオロチ","27","16","16","6","16","1","Unknown","Unknown","Unknown","","無敵、全攻撃無効、神","8つの頭を持つ巨大な蛇。全ての攻撃を無効化できるほか、強力なATKを誇る。"
"581","0","351","魔王究幸神速","20","10","10","10","10","10","Unknown","Unknown","Unknown","","魔王　神速　究極　無敵　幸運　","恐ろしい魔王。その速さは神々のようで、強さは究極、そして無敵と言われている。幸運なことに、彼は人間界にはまだ降臨していない。"
"582","0","352","夢消し","8","5","3","2","10","7","Unknown","Unknown","Unknown","","存在ごと消し去る光 幻獣 夢幻","幻想的な獣で、すべてが近づくたび、その存在を消し去る光を展開する。その光は誰にも抵抗を許さず、夢だけを残す。"
"583","0","353","ヨロイネズミ","40","20","20","20","20","20","Unknown","Unknown","Unknown","","雑魚HP四十（攻防知魔敏）二十","装備を収集して力を増すねずみ。強さにこだわるあまり、臆病になることもある。"
"584","0","354","オーライノコー","20","0","20","0","20","0","Unknown","Unknown","Unknown","","物理無効、魔法無効、無敵","怪物としては快適で、物理的な攻撃や魔法に対して完全に耐性がある。この怪物に対する攻撃は完全に無効で、通常の手段では倒せない。"
